ID	Result	NatureCode
2017-004174	11	321
2017-004175	1	622
2017-004176	1	622
2017-004177	10	311
2017-004178	1	324
2017-004179	1	324
2017-004180	1	324
2017-004181	1010	321
2017-004182	1	324
2017-004183	11	321
2017-004184	1	324
2017-004185	10	300
2017-004186	1	740
2017-004187	11	321
2017-004188	11	321
2017-004189	10	300
2017-004190	1	324
2017-004191	11	321
2017-004192	1	611
2017-004193	1	511
2017-004194	11	321
2017-004195	1	611
2017-004196	11	321
2017-004197	11	321
2017-004198	1	324
2017-004199	1	710
2017-004200	10	311
2017-004201	1	611
2017-004202	10	311
2017-004203	1	511
2017-004204	11	321
2017-004205	1	745
2017-004206	1	324
2017-004207	1010	321
2017-004208	11	321
2017-004209	11	321
2017-004210	1	324
2017-004211	11	321
2017-004212	1	324
2017-004213	11	321
2017-004214	1	611
2017-004215	11	321
2017-004216	1	550
2017-004217	10	311
2017-004218	1	600
2017-004219	1	561
2017-004220	1	611
2017-004221	1	745
2017-004222	1	621
2017-004223	10	300
2017-004224	1	324
2017-004225	1	324
2017-004226	1000	324
2017-004227	1	324
2017-004228	10	311
2017-004229	1010	321
2017-004230	11	321
2017-004231	1	611
2017-004232	1	746
2017-004233	11	321
2017-004234	1	611
2017-004235	10	311
2017-004236	11	321
2017-004237	1	600
2017-004238	1	324
2017-004239	1	600
2017-004240	10	300
2017-004241	10	311
2017-004242	1	322
2017-004243	11	321
2017-004244	1	323
2017-004245	11	321
2017-004246	1	323
2017-004247	11	321
2017-004248	11	321
2017-004249	1	324
2017-004250	10	300
2017-004251	1	600
2017-004252	11	321
2017-004253	1	743
2017-004254	11	321
2017-004255	10	311
2017-004256	10	311
2017-004257	1	652
2017-004258	1	600
2017-004259	10	300
2017-004260	11	321
2017-004261	11	321
2017-004262	1	251
2017-004263	11	321
2017-004264	1	324
2017-004265	10	311
2017-004266	11	321
2017-004267	11	321
2017-004268	1	561
2017-004269	1	251
2017-004270	10	311
2017-004271	11	321
2017-004272	10	311
2017-004273	11	321
2017-004274	1	743
2017-004275	11	321
2017-004276	10	311
2017-004277	10	300
2017-004278	11	321
2017-004279	1000	735
2017-004280	1	611
2017-004281	1	324
2017-004282	11	321
2017-004283	1	324
2017-004284	11	321
2017-004285	1	531
2017-004286	1	322
2017-004287	1	510
2017-004288	1	700
2017-004289	11	321
2017-004290	1	531
2017-004291	1	621
2017-004292	11	321
2017-004293	1	138
2017-004294	11	321
2017-004295	1	611
2017-004296	11	321
2017-004297	1	324
2017-004298	1	733
2017-004299	11	321
2017-004300	1	322
2017-004301	1	412
2017-004302	1	324
2017-004303	11	321
2017-004304	1	622
2017-004305	11	321
2017-004306	11	321
2017-004307	11	321
2017-004308	11	321
2017-004309	1	600
2017-004310	1	700
2017-004311	10	311
2017-004312	1	600
2017-004313	11	321
2017-004314	10	311
2017-004315	1	531
2017-004316	1	714
2017-004317	11	321
2017-004318	1	324
2017-004319	1	322
2017-004320	10	311
2017-004321	1	600
2017-004322	11	321
2017-004323	11	321
2017-004324	11	321
2017-004325	1	324
2017-004326	1	500
2017-004327	11	321
2017-004328	1	611
2017-004329	1	554
2017-004330	11	321
2017-004331	10	311
2017-004332	1	611
2017-004333	1	735
2017-004334	11	321
2017-004335	10	300
2017-004336	10	300
2017-004337	10	311
2017-004338	1	740
2017-004339	1	131
2017-004340	11	321
2017-004341	1	324
2017-004342	1	735
2017-004343	10	311
2017-004344	11	321
2017-004345	11	321
2017-004346	11	321
2017-004347	1	622
2017-004348	1	711
2017-004349	1	611
2017-004350	11	321
2017-004351	1	324
2017-004352	11	321
2017-004353	11	321
2017-004354	11	321
2017-004355	1	322
2017-004356	1	324
2017-004357	1	324
2017-004358	1	551
2017-004359	11	321
2017-004360	1000	611
2017-004361	1	740
2017-004362	10	300
2017-004363	1	324
2017-004364	1	324
2017-004365	11	321
2017-004366	1	550
2017-004367	10	311
2017-004368	1	611
2017-004369	10	311
2017-004370	1	611
2017-004371	10	300
2017-004372	10	311
2017-004373	1	143
2017-004374	1	324
2017-004375	1	743
2017-004376	10	300
2017-004377	10	311
2017-004378	1	744
2017-004379	1	736
2017-004380	11	321
2017-004381	1	743
2017-004382	10	300
2017-004383	1	324
2017-004384	11	321
2017-004385	1	735
2017-004386	1	740
2017-004387	10	300
2017-004388	11	321
2017-004389	11	321
2017-004390	10	311
2017-004391	11	321
2017-004392	11	321
2017-004393	1	324
2017-004394	1	611
2017-004395	11	321
2017-004396	10	311
2017-004397	1	745
2017-004398	11	321
2017-004399	11	321
2017-004400	1	744
2017-004401	11	321
2017-004402	11	321
2017-004403	11	321
2017-004404	1	324
2017-004405	1	322
2017-004406	10	311
2017-004407	1	554
2017-004408	1	324
2017-004409	10	300
2017-004410	11	321
2017-004411	1	736
2017-004412	10	300
2017-004413	11	321
2017-004414	1	324
2017-004415	1	322
2017-004416	10	311
2017-004417	1	324
2017-004418	11	321
2017-004419	11	321
2017-004420	10	311
2017-004421	11	321
2017-004422	10	311
2017-004423	11	321
2017-004424	1	730
2017-004425	1	445
2017-004426	11	321
2017-004427	1	611
2017-004428	1	743
2017-004429	11	321
2017-004430	11	321
2017-004431	10	311
2017-004432	11	321
2017-004433	1	322
2017-004434	11	321
2017-004435	1	324
2017-004436	10	311
2017-004437	11	321
2017-004438	11	321
2017-004439	1	411
2017-004440	1	622
2017-004441	1	911
2017-004442	11	321
2017-004443	11	321
2017-004444	11	321
2017-004445	10	311
2017-004446	11	321
2017-004447	1	324
2017-004448	10	311
2017-004449	1	324
2017-004450	1	324
2017-004451	11	321
2017-004452	1	324
2017-004453	1	611
2017-004454	1	500
2017-004455	11	321
2017-004456	11	321
2017-004457	10	300
2017-004458	1010	321
2017-004459	1	611
2017-004460	1	611
2017-004461	1	552
2017-004462	1010	321
2017-004463	10	300
2017-004464	1	611
2017-004465	10	311
2017-004466	1	324
2017-004467	10	300
2017-004468	1	324
2017-004469	1	733
2017-004470	1	611
2017-004471	11	321
2017-004472	10	300
2017-004473	1	324
2017-004474	11	321
2017-004475	10	311
2017-004476	10	300
2017-004477	1	735
2017-004478	1	600
2017-004479	11	321
2017-004480	11	321
2017-004481	11	321
2017-004482	1	611
2017-004483	11	321
2017-004484	11	321
2017-004485	11	321
2017-004486	11	321
2017-004487	1	611
2017-004488	1	251
2017-004489	1	611
2017-004490	11	321
2017-004491	1	324
2017-004492	11	321
2017-004493	10	300
2017-004494	1	551
2017-004495	1	500
2017-004496	1	324
2017-004497	1	911
2017-004498	1	324
2017-004499	1	324
2017-004500	10	311
2017-004501	11	321
2017-004502	1	331
2017-004503	11	321
2017-004504	1	324
2017-004505	10	311
2017-004506	11	321
2017-004507	11	321
2017-004508	10	300
2017-004509	1	552
2017-004510	11	321
2017-004511	1	600
2017-004512	10	311
2017-004513	1	740
2017-004514	1	745
2017-004515	1	611
2017-004516	1	745
2017-004517	1	322
2017-004518	1000	611
2017-004519	10	311
2017-004520	1	745
2017-004521	1	324
2017-004522	10	300
2017-004523	1	600
2017-004524	11	321
2017-004525	1	611
2017-004526	11	321
2017-004528	1	531
2017-004527	11	321
2017-004529	1	324
2017-004530	1	322
2017-004531	1000	143
2017-004532	10	300
2017-004533	1	324
2017-004534	11	321
2017-004535	11	321
2017-004536	11	321
2017-004537	11	321
2017-004538	1	622
2017-004539	11	321
2017-004540	1	251
2017-004541	1	800
2017-004542	10	300
2017-004543	1	413
2017-004544	1	423
2017-004545	11	321
2017-004546	11	321
2017-004547	1	611
2017-004548	1	622
2017-004549	1000	611
2017-004550	11	321
2017-004551	1	324
2017-004552	1	324
2017-004553	11	321
2017-004554	1	324
2017-004555	1	440
2017-004556	1	324
2017-004557	10	300
2017-004558	10	311
2017-004559	11	321
2017-004560	11	321
2017-004561	10	311
2017-004562	1	700
2017-004563	1	322
2017-004564	11	321
2017-004565	1	324
2017-004566	1	611
2017-004567	1	324
2017-004568	1	324
2017-004569	11	321
2017-004570	10	311
2017-004571	1	324
2017-004572	1	324
2017-004573	1	622
2017-004574	11	321
2017-004575	11	321
2017-004576	11	321
2017-004577	11	321
2017-004578	11	321
2017-004579	11	321
2017-004580	10	311
2017-004581	1	611
2017-004582	11	321
2017-004583	11	321
2017-004584	11	321
2017-004585	11	321
2017-004586	10	311
2017-004587	10	300
2017-004588	10	300
2017-004589	1	743
2017-004590	1000	745
2017-004591	10	311
2017-004592	1	611
2017-004593	11	321
2017-004594	11	321
2017-004595	10	300
2017-004596	10	311
2017-004597	11	321
2017-004598	1	611
2017-004599	1	324
2017-004600	10	300
2017-004601	10	300
2017-004602	1	743
2017-004603	11	321
2017-004604	11	321
2017-004605	1	324
2017-004606	11	321
2017-004607	1	611
2017-004608	11	321
2017-004609	11	321
2017-004610	11	321
2017-004611	1	324
2017-004612	1	251
2017-004613	10	311
2017-004614	11	321
2017-004615	1	740
2017-004616	1	324
2017-004617	1	411
2017-004618	10	311
2017-004619	1	554
2017-004620	1	740
2017-004621	1000	611
2017-004622	11	321
2017-004623	1	324
2017-004624	1	500
2017-004625	1	622
2017-004626	11	321
2017-004627	1	324
2017-004628	1	500
2017-004629	1	510
2017-004630	1	324
2017-004631	1	611
2017-004632	1	322
2017-004633	1	324
2017-004634	11	321
2017-004635	10	311
2017-004636	1	324
2017-004637	10	300
2017-004638	10	300
2017-004639	11	321
2017-004640	1	142
2017-004641	1	622
1923	0	311
2017-004643	11	321
2017-004644	11	321
2017-004645	11	321
2017-004646	1	324
2017-004647	1000	324
2017-004648	1	445
2017-004649	1	531
2017-004650	1	324
2017-004651	1	324
2017-004652	10	311
2017-004653	11	321
2017-004654	1	745
2017-004655	10	300
2017-004656	1	700
2017-004657	1	745
2017-004658	1	500
2017-004659	1	743
2017-004660	11	321
2017-004661	1000	622
2017-004662	1	324
2017-004663	1	324
2017-004664	1	611
2017-004665	11	321
2017-004666	10	311
2017-004667	11	321
2017-004668	11	321
2017-004669	1	131
2017-004670	1	324
2017-004671	10	311
2017-004672	10	311
2017-004673	1	324
2017-004674	10	300
2017-004675	1	551
2017-004676	1	324
2017-004677	11	321
2017-004678	1	324
2017-004679	1	511
2017-004680	10	311
2017-004681	1	740
2017-004682	10	300
2017-004683	10	300
2017-004684	11	321
2017-004685	1	743
2017-004686	1	324
2017-004687	11	321
2017-004688	1	622
2017-004689	1000	500
2017-004690	1	324
2017-004691	1	552
2017-004692	1	324
2017-004693	1000	740
2017-004694	1010	321
2017-004695	11	321
2017-004696	11	321
2017-004697	11	321
2017-004698	11	321
2017-004699	11	321
2017-004700	1	324
2017-004701	1	324
2017-004702	10	300
2017-004703	1	324
2017-004704	11	321
2017-004705	11	321
2017-004706	11	321
2017-004707	11	321
2017-004708	10	300
2017-004709	11	321
2017-004710	11	321
2017-004711	1	324
2017-004712	1	324
2017-004713	11	321
2017-004714	1	736
2017-004715	1	622
2017-004716	10	311
2017-004717	11	321
2017-004718	11	321
2017-004719	1	251
2017-004720	1	622
2017-004721	11	321
2017-004722	10	311
2017-004723	1	600
2017-004724	11	321
2017-004725	11	321
2017-004726	1	622
2017-004727	11	321
2017-004728	1	324
2017-004729	1	324
2017-004730	11	321
2017-004731	10	300
2017-004732	11	321
2017-004733	1	735
2017-004734	11	321
2017-004735	11	321
2017-004736	1000	735
2017-004737	11	321
2017-004738	10	300
2017-004739	1	744
2017-004740	1	555
2017-004741	11	321
2017-004742	1	531
2017-004743	11	321
2017-004744	1	743
2017-004745	1010	321
2017-004746	11	321
2017-004747	11	321
2017-004748	1	744
2017-004749	11	321
2017-004750	1010	321
2017-004751	11	321
2017-004752	1	600
2017-004753	10	311
2017-004754	1	733
2017-004755	10	311
2017-004756	1010	321
2017-004757	11	321
2017-004758	1	552
2017-004759	1	444
2017-004760	1	611
2017-004761	1	551
2017-004762	11	321
2017-004763	11	321
2017-004764	11	321
2017-004765	1	611
2017-004766	1	611
2017-004767	1	744
2017-004768	11	321
2017-004769	1010	321
2017-004770	11	321
2017-004771	1	622
2017-004772	10	311
2017-004773	1	324
2017-004774	11	321
2017-004775	10	300
2017-004776	11	321
2017-004777	1	551
2017-004778	10	300
2017-004779	1	324
2017-004780	10	311
2017-004781	11	321
2017-004782	1	611
2017-004783	1	324
2017-004784	1	522
2017-004785	1	324
2017-004786	10	311
2017-004787	1	324
2017-004788	10	311
2017-004789	11	321
2017-004790	11	321
2017-004791	1	734
2017-004792	1	324
2017-004793	11	321
2017-004794	1	353
2017-004795	11	321
2017-004796	1	324
2017-004797	1	611
2017-004798	11	321
2017-004799	10	300
2017-004800	1	551
2017-004801	11	321
2017-004802	1	324
2017-004803	1	324
2017-004804	11	321
2017-004805	11	321
2017-004806	1	600
2017-004807	10	300
2017-004808	1	621
2017-004809	1	324
2017-004810	1	324
2017-004811	1	611
2017-004812	1	324
2017-004813	1	445
2017-004814	1	622
2017-004815	1	743
2017-004816	10	311
2017-004817	10	300
2017-004818	1	740
2017-004819	11	321
2017-004820	1	324
2017-004821	1	324
2017-004822	1	611
2017-004823	1	551
2017-004824	1	131
2017-004825	10	311
2017-004826	1	324
2017-004827	1	324
2017-004828	1	622
2017-004829	1	324
2017-004830	1	714
2017-004831	1	554
2017-004832	1	324
2017-004833	11	321
2017-004834	1	522
2017-004835	1	745
2017-004836	1	736
2017-004837	11	321
2017-004838	11	321
2017-004839	1	412
2017-004840	11	321
2017-004841	10	300
2017-004842	11	321
2017-004843	1010	321
2017-004844	1	412
2017-004845	1	324
2017-004846	1	413
2017-004847	1	322
2017-004848	1	324
2017-004849	1	322
2017-004850	11	321
2017-004851	10	300
2017-004852	1	600
2017-004853	1	554
2017-004854	11	321
2017-004855	1	611
2017-004856	1	600
2017-004857	10	311
2017-004858	11	321
2017-004859	11	321
2017-004860	10	300
2017-004861	10	311
2017-004862	11	321
2017-004863	1	324
2017-004864	10	300
2017-004865	10	300
2017-004866	11	321
2017-004867	11	321
2017-004868	10	300
2017-004869	11	321
2017-004870	1	445
2017-004871	10	300
2017-004872	11	321
2017-004873	11	321
2017-004874	1	743
2017-004875	11	321
2017-004876	1	324
2017-004877	11	321
2017-004878	10	311
2017-004879	11	321
2017-004880	11	321
2017-004881	10	311
2017-004882	10	311
2017-004883	11	321
2017-004884	1	554
2017-004885	1	743
2017-004886	11	321
2017-004887	11	321
2017-004888	1	736
2017-004889	11	321
2017-004890	10	311
2017-004891	11	321
2017-004892	1	324
2017-004893	1	611
2017-004894	10	300
2017-004895	1	611
2017-004896	11	321
2017-004897	1	353
2017-004898	10	311
2017-004899	1	412
2017-004900	1	324
2017-004901	1	700
2017-004902	11	321
2017-004903	1	324
2017-004904	1	531
2017-004905	10	311
2017-004906	1	324
2017-004907	1	324
2017-004908	1	611
2017-004909	11	321
2017-004910	1	324
2017-004911	11	321
2017-004912	1	322
2017-004913	1	331
2017-004914	11	321
2017-004915	1	324
2017-004916	1	322
2017-004917	1113	111
2017-004918	10	300
2017-004919	11	321
2017-004920	10	311
2017-004921	11	321
2017-004922	10	300
2017-004923	1	324
2017-004924	11	321
2017-004925	1	551
2017-004926	11	321
2017-004927	11	321
2017-004928	10	311
2017-004929	1	743
2017-004930	11	321
2017-004931	1	611
2017-004932	11	321
2017-004933	1	611
2017-004934	11	321
2017-004935	11	321
2017-004936	1000	745
2017-004937	11	321
2017-004938	10	311
2017-004939	10	311
2017-004940	10	311
2017-004941	11	321
2017-004942	1	622
2017-004943	1	622
2017-004944	1	600
2017-004945	11	321
2017-004946	10	311
2017-004947	11	321
2017-004948	1	740
2017-004949	11	321
2017-004950	11	321
2017-004951	1	611
2017-004952	10	300
2017-004953	11	321
2017-004954	1	554
2017-004955	11	321
2017-004956	11	321
2017-004957	10	300
2017-004958	11	321
2017-004959	11	321
2017-004960	11	321
2017-004961	10	300
2017-004962	1	322
2017-004963	1	324
2017-004964	1	714
2017-004965	11	321
2017-004966	1	551
2017-004967	1	324
2017-004968	10	311
2017-004969	1	324
2017-004970	10	311
2017-004971	1	611
2017-004972	1	500
2017-004973	1	324
2017-004974	10	300
2017-004975	11	321
2017-004976	10	300
2017-004977	1	745
2017-004978	1	440
2017-004979	11	321
2017-004980	10	311
2017-004981	1	251
2017-004982	1	611
2017-004983	11	321
2017-004984	11	321
2017-004985	10	311
2017-004986	1	211
2017-004987	1	622
2017-004988	1	740
2017-004989	11	321
2017-004990	11	321
2017-004991	11	321
2017-004992	1	131
2017-004993	11	321
2017-004994	10	311
2017-004995	1	611
2017-004996	1	324
2017-004997	11	321
2017-004998	11	321
2017-004999	11	321
2017-005000	11	321
2017-005001	10	311
2017-005002	1	324
2017-005003	1	324
2017-005004	1	611
2017-005005	1	554
2017-005006	10	300
2017-005007	10	300
2017-005008	10	311
2017-005009	11	321
2017-005010	11	321
2017-005011	1	324
2017-005012	1	611
2017-005013	1	715
2017-005014	10	311
2017-005015	1	324
2017-005016	1	444
2017-005017	1	400
2017-005018	1	700
2017-005019	10	311
2017-005020	1	324
2017-005021	11	321
2017-005022	1	611
2017-005023	11	321
2017-005024	10	311
2017-005025	11	321
2017-005026	11	321
2017-005027	1	324
2017-005028	1113	111
2017-005029	11	321
2017-005030	11	321
2017-005031	10	300
2017-005032	1	600
2017-005033	11	321
2017-005034	11	321
2017-005035	1	324
2017-005036	11	321
2017-005037	1	730
2017-005038	1	611
2017-005039	1	324
2017-005040	11	321
2017-005041	1	324
2017-005042	11	321
2017-005043	11	321
2017-005044	10	300
2017-005045	11	321
2017-005046	1	324
2017-005047	10	300
2017-005048	1	324
2017-005049	1	710
2017-005050	10	311
2017-005051	11	321
2017-005052	1	733
2017-005053	1	460
2017-005054	1	324
2017-005055	11	321
2017-005056	1	324
2017-005057	1	324
2017-005058	11	321
2017-005059	10	300
2017-005060	11	321
2017-005061	11	321
2017-005062	1	324
2017-005063	1	324
2017-005064	11	321
2017-005065	11	321
2017-005066	11	321
2017-005067	1	551
2017-005068	10	311
2017-005069	10	300
2017-005070	10	311
2017-005071	11	321
2017-005072	1	324
2017-005073	10	311
2017-005074	10	311
2017-005075	1	600
2017-005076	1	510
2017-005077	10	311
2017-005078	1	600
2017-005079	1	622
2017-005080	11	321
2017-005081	1	324
2017-005082	1000	324
2017-005083	11	321
2017-005084	11	321
2017-005085	1	745
2017-005086	11	321
2017-005087	1	324
2017-005088	11	321
2017-005089	10	311
2017-005090	11	321
2017-005091	11	321
2017-005092	10	311
2017-005093	1	357
2017-005094	11	321
2017-005095	11	321
2017-005096	1	700
2017-005097	11	321
2017-005098	11	321
2017-005099	1	622
2017-005100	11	321
2017-005101	10	311
2017-005102	11	321
2017-005103	11	321
2017-005104	10	300
2017-005105	1	743
2017-005106	11	321
2017-005107	11	321
2017-005108	11	321
2017-005109	1	511
2017-005110	11	321
2017-005111	1	600
2017-005112	1	143
2017-005113	11	321
2017-005114	1	552
2017-005115	1	331
2017-005116	1	611
2017-005117	1	600
2017-005118	11	321
2017-005119	1	550
2017-005120	1	622
2017-005121	1010	321
2017-005122	11	321
2017-005123	1	323
2017-005124	1	700
2017-005125	11	321
2017-005126	1	554
2017-005127	1	500
2017-005128	1	445
2017-005129	11	321
2017-005130	11	321
2017-005131	10	311
2017-005132	10	311
2017-005133	1	740
2017-005134	1	611
2017-005135	11	321
2017-005136	1	730
2017-005137	11	321
2017-005138	11	321
2017-005139	10	311
2017-005140	11	321
2017-005141	1	353
2017-005142	1	324
2017-005143	10	300
2017-005144	10	311
2017-005145	10	311
2017-005146	1	510
2017-005147	1	324
2017-005148	1	740
2017-005149	10	311
2017-005150	10	311
2017-005151	1	324
2017-005152	10	300
2017-005153	1	324
2017-005154	1	600
2017-005155	11	321
2017-005156	10	311
2017-005157	1	740
2017-005158	11	321
2017-005159	1	100
2017-005160	1	611
2017-005161	1	740
2017-005162	11	321
2017-005163	10	300
2017-005164	1	611
2017-005165	1	322
2017-005166	1	611
2017-005167	10	311
2017-005168	10	311
2017-005169	10	300
2017-005170	11	321
2017-005171	11	321
2017-005172	11	321
2017-005173	1	323
2017-005174	1	711
2017-005175	1	552
2017-005176	11	321
2017-005177	1	324
2017-005178	11	321
2017-005179	11	321
2017-005180	11	321
2017-005181	11	321
2017-005182	11	321
2017-005183	1	324
2017-005184	10	311
2017-005185	1	554
2017-005186	1	324
2017-005187	10	311
2017-005188	10	311
2017-005189	1	554
2017-005190	11	321
2017-005191	11	321
2017-005192	11	321
2017-005193	1	611
2017-005194	10	311
2017-005195	11	321
2017-005196	11	321
2017-005197	1	611
2017-005198	1	611
2017-005199	1	735
2017-005200	1	324
2017-005201	1	324
2017-005202	11	321
2017-005203	1	324
2017-005204	11	321
2017-005205	1	324
2017-005206	1	735
2017-005207	11	321
2017-005208	11	321
2017-005209	1	424
2017-005210	10	311
2017-005211	11	321
2017-005212	11	321
2017-005213	1	117
2017-005214	1	324
2017-005215	1	324
2017-005216	1	324
2017-005217	10	311
2017-005218	1	322
2017-005219	1	554
2017-005220	1	324
2017-005221	1	710
2017-005222	1	611
2017-005223	11	321
2017-005224	1	324
2017-005225	11	321
2017-005226	10	311
2017-005227	1	611
2017-005228	11	321
2017-005229	11	321
2017-005230	10	300
2017-005231	11	321
2017-005232	1	522
2017-005233	1	600
2017-005234	10	300
2017-005235	1	442
2017-005236	10	311
2017-005237	11	321
2017-005238	1	622
2017-005239	11	321
2017-005240	1	322
2017-005241	1	730
2017-005242	11	321
2017-005243	10	311
2017-005244	1	331
2017-005245	1	324
2017-005246	10	311
2017-005247	1	510
2017-005248	11	321
2017-005249	11	321
2017-005250	1	324
2017-005251	11	321
2017-005252	10	311
2017-005253	1	463
2017-005254	10	311
2017-005255	1	324
2017-005256	1	733
2017-005257	11	321
2017-005258	1	611
2017-005259	1	251
2017-005260	1	745
2017-005261	11	321
2017-005262	10	311
2017-005263	10	300
2017-005264	10	300
2017-005265	1	735
2017-005266	1	745
2017-005267	1	611
2017-005268	11	321
2017-005269	11	321
2017-005270	11	321
2017-005271	1000	611
2017-005272	10	311
2017-005273	11	321
2017-005274	1	745
2017-005275	11	321
2017-005276	1	440
2017-005277	1	700
2017-005278	1	745
2017-005279	1	611
2017-005280	11	321
2017-005281	1	552
2017-005282	1	735
2017-005283	1	324
2017-005284	1	511
2017-005285	1	324
2017-005286	10	300
2017-005287	1	324
2017-005288	1	736
2017-005289	1	324
2017-005290	11	321
2017-005291	1	142
2017-005292	1	611
2017-005293	1	324
2017-005294	1	322
2017-005295	1	554
2017-005296	11	321
2017-005297	10	311
2017-005298	10	311
2017-005299	11	321
2017-005300	1	324
2017-005301	10	311
2017-005302	11	321
2017-005303	1010	321
2017-005304	1	322
2017-005305	10	311
2017-005306	10	300
2017-005307	10	311
2017-005308	10	311
2017-005309	1	611
2017-005310	1	324
2017-005311	1	622
2017-005312	11	321
2017-005313	10	311
2017-005314	10	311
2017-005315	1	611
2017-005316	11	321
2017-005317	11	321
2017-005318	11	321
2017-005319	1	611
2017-005320	1	324
2017-005321	1	611
2017-005322	1	622
2017-005323	1	621
2017-005324	11	321
2017-005325	1	324
2017-005326	11	321
2017-005327	11	321
2017-005328	10	311
2017-005329	1	350
2017-005330	11	321
2017-005331	10	311
2017-005332	1	440
2017-005333	1	611
2017-005334	11	321
2017-005335	11	321
2017-005336	11	321
2017-005337	1	710
2017-005338	10	311
2017-005339	1	541
2017-005340	10	311
2017-005341	11	321
2017-005342	1	324
2017-005343	1	600
2017-005344	1	324
2017-005345	11	321
2017-005346	1	600
2017-005347	11	321
2017-005348	1	611
2017-005349	11	321
2017-005350	11	321
2017-005351	1	324
2017-005352	10	311
2017-005353	1	142
2017-005354	1	142
2017-005355	1	324
2017-005356	10	300
 JUNIOR BOULEVARD"	0	311
2017-005358	1	730
2017-005359	1	743
2017-005360	11	321
2017-005361	1	740
2017-005362	1	324
2017-005363	1	553
2017-005364	1	600
2017-005365	1	324
2017-005366	1	600
2017-005367	1	324
2017-005368	11	321
2017-005369	1	611
2017-005370	10	311
2017-005371	1	411
2017-005372	1	622
2017-005373	1	622
2017-005374	11	321
2017-005375	10	311
2017-005376	1	700
2017-005377	11	321
2017-005378	11	321
2017-005379	1	324
2017-005380	11	321
2017-005381	1	745
2017-005382	1	730
2017-005383	1	531
2017-005384	11	321
2017-005385	1000	324
2017-005386	10	311
2017-005387	1	611
2017-005388	11	321
2017-005389	1	611
2017-005390	11	321
2017-005391	11	321
2017-005392	1	322
2017-005393	1	736
2017-005394	11	321
2017-005395	1	611
2017-005396	11	321
2017-005397	1	324
2017-005398	1	622
2017-005399	1	554
2017-005400	1	500
2017-005401	1	611
2017-005402	1	611
2017-005403	11	321
2017-005404	11	321
2017-005405	11	321
2017-005406	1	611
2017-005407	1	324
2017-005408	10	311
2017-005409	1	621
2017-005410	11	321
2017-005411	11	321
2017-005412	1	324
2017-005413	1	324
2017-005414	11	321
2017-005415	10	300
2017-005416	10	311
2017-005417	11	321
2017-005418	1	735
2017-005419	10	311
2017-005420	1	324
2017-005421	1	561
2017-005422	11	321
2017-005423	11	321
2017-005424	1	600
2017-005425	11	321
2017-005426	10	300
2017-005427	1	746
2017-005428	1	700
2017-005429	11	321
2017-005430	11	321
2017-005431	10	300
2017-005432	1	510
2017-005433	11	321
2017-005434	11	321
2017-005435	11	321
2017-005436	10	311
2017-005437	1	600
2017-005438	1	552
2017-005439	11	321
2017-005440	1	324
2017-005441	1	324
2017-005442	10	311
2017-005443	10	300
2017-005444	1	600
2017-005445	10	311
2017-005446	1	600
2017-005447	1	445
2017-005448	11	321
2017-005449	1	736
2017-005450	11	321
2017-005451	1	600
2017-005452	11	321
2017-005453	1	611
2017-005454	1	671
2017-005455	11	321
2017-005456	11	321
2017-005457	1	324
2017-005458	11	321
2017-005459	10	311
2017-005460	1	324
2017-005461	1	911
2017-005462	11	321
2017-005463	1	552
2017-005464	1	553
2017-005465	11	321
2017-005466	11	321
2017-005467	11	321
2017-005468	11	321
2017-005469	1	900
2017-005470	11	321
2017-005471	1	611
2017-005472	1	700
2017-005473	11	321
2017-005474	1	143
2017-005475	10	300
2017-005476	1	745
2017-005477	11	321
2017-005478	1	622
2017-005479	11	321
2017-005480	11	321
2017-005481	10	311
2017-005482	11	321
2017-005483	1	550
2017-005484	10	311
2017-005485	10	311
2017-005486	10	311
2017-005487	10	311
2017-005488	10	311
2017-005489	10	311
2017-005490	1	611
2017-005491	1	743
2017-005492	11	321
2017-005493	11	321
2017-005494	11	321
2017-005495	1	710
2017-005496	11	321
2017-005497	1	324
2017-005498	1	600
2017-005499	1	611
2017-005500	11	321
2017-005501	1	611
2017-005502	11	321
2017-005503	11	321
2017-005504	10	311
2017-005505	1	611
2017-005506	10	300
2017-005507	1	611
2017-005508	1	743
2017-005509	11	321
2017-005510	10	300
2017-005511	11	321
2017-005512	10	300
2017-005513	1	730
2017-005514	1	745
2017-005515	1	600
2017-005516	1	611
2017-005517	11	321
2017-005518	11	321
2017-005519	1	740
2017-005520	1	611
2017-005521	11	321
2017-005522	11	321
2017-005523	1	735
2017-005524	10	300
2017-005525	11	321
2017-005526	10	311
2017-005527	10	311
2017-005528	10	311
2017-005529	10	311
2017-005530	11	321
2017-005531	1	743
2017-005532	1	611
2017-005533	10	311
2017-005534	1	622
2017-005535	11	321
2017-005536	11	321
2017-005537	10	311
2017-005538	11	321
2017-005539	11	321
2017-005540	11	321
2017-005541	1	745
2017-005542	10	311
2017-005543	11	321
2017-005544	11	321
2017-005545	10	311
2017-005546	11	321
2017-005547	11	321
2017-005548	11	321
2017-005549	11	321
2017-005550	11	321
2017-005551	11	321
2017-005552	1010	321
2017-005553	1	324
2017-005554	1	710
2017-005555	1	511
2017-005556	10	311
2017-005557	1	531
2017-005558	1	743
2017-005559	1	721
2017-005560	1	622
2017-005561	11	321
2017-005562	10	311
2017-005563	11	321
2017-005564	11	321
2017-005565	11	321
2017-005566	11	321
2017-005567	10	300
