ID	Result	NatureCode
2017-001391	1	131
2017-001392	11	321
2017-001393	1	251
2017-001394	11	321
2017-001395	11	321
2017-001396	11	321
2017-001397	1	622
2017-001398	1	324
2017-001399	1	600
2017-001400	1	445
2017-001401	1	743
2017-001402	1	611
2017-001403	11	321
2017-001404	11	321
2017-001405	1	324
2017-001406	11	321
2017-001407	1010	321
2017-001408	11	321
2017-001409	1	611
2017-001410	11	321
2017-001411	11	321
2017-001412	10	300
2017-001413	10	311
2017-001414	11	321
2017-001415	1	611
2017-001416	11	321
2017-001417	1	500
2017-001418	1	324
2017-001419	10	311
2017-001420	1	324
2017-001421	1	600
2017-001422	1	322
2017-001423	1	131
2017-001424	11	321
2017-001425	1	322
2017-001426	1	324
2017-001427	11	321
2017-001428	11	321
2017-001429	1	324
2017-001430	1	733
2017-001431	1010	321
2017-001432	1	731
2017-001433	1	552
2017-001434	1	324
2017-001435	11	321
2017-001436	10	311
2017-001437	1	622
2017-001438	11	321
2017-001439	1	611
2017-001440	11	321
2017-001441	11	321
2017-001442	11	321
2017-001443	10	311
2017-001444	1	324
2017-001445	11	321
2017-001446	1	331
2017-001447	11	321
2017-001448	10	300
2017-001449	1	611
2017-001450	11	321
2017-001451	1	324
2017-001452	11	321
2017-001453	1	611
2017-001454	1	424
2017-001455	10	311
2017-001456	1	622
2017-001457	10	311
2017-001458	1	511
2017-001459	1	322
2017-001460	1	611
2017-001461	1	324
2017-001462	11	321
2017-001463	1	743
2017-001464	10	311
2017-001465	11	321
2017-001466	11	321
2017-001467	1	740
2017-001468	11	321
2017-001469	10	311
2017-001470	11	321
2017-001471	10	311
2017-001472	1	622
2017-001473	11	321
2017-001474	1	324
2017-001475	1	324
2017-001476	1	331
2017-001477	11	321
2017-001478	1	500
2017-001479	10	311
2017-001480	10	311
2017-001481	1	251
 JUNIOR BOULEVARD"	0	522
2017-001483	11	321
2017-001484	10	300
2017-001485	11	321
2017-001486	11	321
2017-001487	1	611
2017-001488	11	321
2017-001489	1000	715
2017-001490	11	321
2017-001491	11	321
2017-001492	10	311
2017-001493	11	321
2017-001494	1	651
2017-001495	1	324
2017-001496	1	710
2017-001497	1	611
2017-001498	1	550
2017-001499	10	311
2017-001500	1	622
2017-001501	11	321
2017-001502	1	622
2017-001503	10	311
2017-001504	11	321
2017-001505	1	324
2017-001506	1	324
2017-001507	1	324
2017-001508	1	500
2017-001510	11	321
2017-001509	1	324
2017-001511	11	321
2017-001512	10	300
2017-001513	11	321
2017-001514	1	324
2017-001515	1010	321
2017-001516	11	321
2017-001517	1	743
2017-001518	11	321
2017-001519	1	324
2017-001520	10	311
2017-001521	11	321
2017-001522	1	740
2017-001523	10	300
2017-001524	11	321
2017-001525	1	900
2017-001526	1	622
2017-001527	11	321
2017-001528	10	300
2017-001529	1	600
2017-001530	11	321
2017-001531	11	321
2017-001532	1	324
2017-001533	10	311
2017-001534	11	321
2017-001535	11	321
2017-001536	11	321
2017-001537	10	300
2017-001538	1	510
2017-001539	1	554
2017-001540	1	324
2017-001541	11	321
2017-001542	11	321
2017-001543	10	311
2017-001544	10	311
2017-001545	11	321
2017-001546	1	324
2017-001547	11	321
1515	0	311
2017-001549	1010	321
2017-001550	10	311
2017-001551	11	321
2017-001552	1	554
2017-001553	10	300
2017-001554	11	321
2017-001555	1	743
2017-001556	10	300
2017-001557	10	311
2017-001558	10	311
2017-001559	1	324
2017-001560	1	600
2017-001561	11	321
2017-001562	1	324
2017-001563	10	311
2017-001564	10	300
2017-001565	10	311
2017-001566	1	611
2017-001567	1	611
2017-001568	1	324
2017-001569	1	735
2017-001570	11	321
2017-001571	1	554
2017-001572	11	321
2017-001573	10	300
2017-001574	1	510
2017-001575	1	138
2017-001576	11	321
2017-001577	10	300
2017-001578	11	321
2017-001579	10	300
2017-001580	1	730
2017-001581	1	741
2017-001582	1	740
2017-001583	11	321
2017-001584	1	611
2017-001585	1	745
2017-001586	10	311
2017-001587	1	611
2017-001588	11	321
2017-001589	1	550
2017-001590	11	321
2017-001591	1	611
2017-001592	11	321
2017-001593	10	311
2017-001594	10	311
2017-001595	11	321
2017-001596	11	321
2017-001597	11	321
2017-001598	11	321
2017-001599	10	311
2017-001600	1	744
2017-001601	11	321
2017-001602	1	611
2017-001603	11	321
2017-001604	1	743
2017-001605	11	321
2017-001606	1	324
2017-001607	1	324
 JUNIOR BOULEVARD"	0	300
2017-001609	11	321
2017-001610	1	650
2017-001611	11	321
2017-001612	1	730
2017-001613	1	324
2017-001614	1	730
2017-001615	1	743
2017-001616	11	321
2017-001617	1	324
2017-001618	1	324
2017-001619	10	311
2017-001620	1	324
2017-001621	10	311
2017-001622	10	311
2017-001623	10	300
2017-001624	1	745
2017-001625	1	745
2017-001626	11	321
2017-001627	1	611
2017-001628	1	324
2017-001629	1	324
2017-001630	11	321
2017-001631	11	321
2017-001632	1	324
2017-001633	1	611
2017-001634	11	321
2017-001635	1	324
2017-001636	1	661
2017-001637	1	700
2017-001638	1	554
2017-001639	11	321
2017-001640	1	600
2017-001641	1	730
2017-001642	11	321
2017-001643	11	321
2017-001644	11	321
2017-001645	1	251
2017-001646	1	324
2017-001647	1	440
2017-001648	11	321
2017-001649	11	321
2017-001650	11	321
2017-001651	11	321
2017-001652	1010	321
2017-001653	11	321
2017-001654	1	611
2017-001655	1	520
2017-001656	11	321
2017-001657	10	311
2017-001658	1	622
2017-001659	10	311
2017-001660	11	321
2017-001661	11	321
2017-001662	11	321
2017-001663	1	611
2017-001664	11	321
2017-001665	1	444
2017-001666	11	321
2017-001667	11	321
2017-001668	10	311
2017-001669	10	311
2017-001670	11	321
2017-001671	1010	321
2017-001672	11	321
2017-001673	1	412
2017-001674	1000	324
2017-001675	1	500
2017-001676	10	300
2017-001677	11	321
2017-001678	1	500
2017-001679	11	321
2017-001680	1	554
2017-001681	11	321
2017-001682	11	321
2017-001683	1	324
2017-001684	11	321
2017-001685	1	324
2017-001686	1	700
2017-001687	11	321
2017-001688	10	311
2017-001689	1	324
2017-001690	10	300
2017-001691	11	321
2017-001692	1	251
2017-001693	11	321
2017-001694	11	321
2017-001695	1	745
2123	0	321
2017-001697	1	324
2017-001698	1	324
2017-001699	11	321
2017-001700	1	911
2017-001701	11	321
2017-001702	1	324
2017-001703	10	300
2017-001704	10	311
2017-001705	1	511
2017-001706	1	531
2017-001707	1	324
2017-001708	11	321
2017-001709	1	324
2017-001710	1	324
2017-001711	11	321
2017-001712	10	300
2017-001713	1	713
2017-001714	1000	322
2017-001715	10	311
2017-001716	11	321
2017-001717	11	321
2017-001718	1	324
2017-001719	1	652
2017-001720	1010	321
2017-001721	11	321
2017-001722	10	311
2017-001723	11	321
2017-001724	1	661
2017-001725	1	324
2017-001726	1	324
2017-001727	11	321
2017-001728	10	311
2017-001729	10	300
2017-001730	10	300
2017-001731	1	745
2017-001732	1	400
2017-001733	1	622
2017-001734	1	510
2017-001735	1	322
2017-001736	11	321
2017-001737	1	511
2017-001738	10	300
2017-001739	1	324
2017-001740	1	700
2017-001741	1	611
2017-001742	10	311
2017-001743	1	700
2017-001744	11	321
2017-001745	1	600
2017-001746	1	324
2017-001747	1	554
2017-001748	11	321
2017-001749	11	321
2017-001750	11	321
2017-001751	10	300
2017-001752	1	324
2017-001753	11	321
2017-001754	1	611
2017-001755	1	600
2017-001756	11	321
2017-001757	1	324
2017-001758	1	324
2017-001759	1	322
2017-001760	11	321
2017-001761	11	321
2017-001762	10	311
2017-001763	1	324
2017-001764	10	311
2017-001765	10	311
2017-001766	1	412
2017-001767	11	321
2017-001768	1	324
2017-001769	10	311
2017-001770	10	311
2017-001771	1	324
2017-001772	11	321
2017-001773	1	611
2017-001774	1	740
2017-001775	11	321
2017-001776	1	743
2017-001777	1	324
2017-001778	10	300
2017-001779	1	411
2017-001780	11	321
2017-001781	10	311
2017-001782	11	321
2017-001783	10	311
2017-001784	11	321
2017-001785	1000	324
2017-001786	11	321
2017-001787	1	151
2017-001788	1	740
2017-001789	1	251
2017-001790	11	321
2017-001791	1	611
2017-001792	11	321
2017-001793	1	324
2017-001794	1	552
2017-001795	10	311
2017-001796	11	321
2017-001797	10	311
2017-001798	1	500
2017-001799	1	550
2017-001800	11	321
2017-001801	10	300
2017-001802	1	324
2017-001803	10	300
2017-001804	11	321
2017-001805	1	500
2017-001806	1	324
2017-001807	10	311
2017-001808	11	321
2017-001809	10	300
2017-001810	11	321
2017-001811	1	324
2017-001812	10	311
2017-001813	11	321
2017-001814	10	311
2017-001815	1	412
2017-001816	11	321
2017-001817	11	321
2017-001818	1	324
2017-001819	11	321
2017-001820	11	321
2017-001821	1	600
2017-001822	1	324
2017-001823	10	300
2017-001824	1	324
2017-001825	11	321
2017-001826	1	322
2017-001827	10	311
2017-001828	1	324
2017-001829	11	321
2017-001830	1	324
2017-001831	11	321
2017-001832	1	551
2017-001833	1	500
2017-001834	1	324
2017-001835	1	611
2017-001836	1	324
2017-001837	1000	322
2017-001838	1	324
2017-001839	1	324
2017-001840	11	321
2017-001841	1	700
2017-001842	1000	324
2017-001843	1	622
2017-001844	10	311
2017-001845	1	324
2017-001846	11	321
2017-001847	1	324
2017-001848	10	311
2017-001849	11	321
2017-001850	1	324
2017-001851	11	321
2017-001852	1010	321
2017-001853	11	321
2017-001854	11	321
2017-001855	11	321
2017-001856	1	324
2017-001857	10	311
2017-001858	1	353
2017-001859	10	311
2017-001860	1	440
2017-001861	11	321
2017-001862	1	600
2017-001863	11	321
2017-001864	10	311
2017-001865	1	324
2017-001866	11	321
2017-001867	10	300
2017-001868	1	444
2017-001869	1	745
2017-001870	11	321
2017-001871	11	321
2017-001872	10	300
2017-001873	1	746
2017-001874	11	321
2017-001875	11	321
2017-001876	10	300
2017-001877	1	611
2017-001878	1	611
2017-001879	11	321
2017-001880	1	324
2017-001881	11	321
2017-001882	11	321
2017-001883	1	500
2017-001884	1	522
2017-001885	11	321
2017-001886	11	321
2017-001887	11	321
2017-001888	1	743
2017-001889	11	321
2017-001890	11	321
2017-001891	1	324
2017-001892	11	321
2017-001893	10	311
2017-001894	11	321
2017-001895	11	321
2017-001896	10	311
2017-001897	11	321
2017-001898	1	440
2017-001899	10	311
2017-001900	1	600
2017-001901	11	321
2017-001902	11	321
2017-001903	1	700
2017-001904	10	311
2017-001905	1	136
2017-001906	11	321
2017-001907	1	324
2017-001908	10	311
2017-001909	1	734
2017-001910	11	321
2017-001911	1	511
2017-001912	1	511
2017-001913	1	600
2017-001914	1	911
2017-001915	10	311
2017-001916	1	611
2017-001917	1	324
2017-001918	1	324
2017-001919	1	611
2017-001920	1	445
2017-001921	1	324
2017-001922	11	321
2017-001923	1	744
2017-001924	11	321
2017-001925	1	511
2017-001926	11	321
2017-001927	1	251
2017-001928	11	321
2017-001929	1	445
2017-001930	1	324
2017-001931	11	321
2017-001932	10	300
2017-001933	11	321
2017-001934	1	745
2017-001935	10	311
2017-001936	11	321
2017-001937	10	311
2017-001938	1	150
2017-001939	1	324
2017-001940	11	321
2017-001941	11	321
2017-001942	1	611
2017-001943	10	311
2017-001944	1	324
2017-001945	1	735
2017-001946	11	321
2017-001947	1	741
2017-001948	11	321
2017-001949	11	321
2017-001950	1	700
2017-001951	11	321
2017-001952	1	622
2017-001953	1	600
2017-001954	11	321
2017-001955	10	300
2017-001956	1	324
2017-001957	10	300
2017-001958	10	311
2017-001959	11	321
2017-001960	11	321
2017-001961	1	324
2017-001962	10	300
2017-001963	11	321
2017-001964	10	300
2017-001965	10	311
2017-001966	1	611
2017-001967	1	324
2017-001968	10	311
2017-001969	10	311
2017-001970	11	321
2017-001971	10	300
2017-001972	10	300
2017-001973	10	311
2017-001974	11	321
2017-001975	1	463
2017-001976	11	321
2017-001977	1	611
2017-001978	1	611
2017-001979	1	353
2017-001980	1	611
2017-001981	1	324
2017-001982	1	552
2017-001983	11	321
2017-001984	11	321
2017-001985	10	311
2017-001986	1	743
2017-001987	1	611
2017-001988	1	740
2017-001989	1	714
2017-001990	1	500
2017-001991	1010	321
2017-001992	11	321
2017-001993	11	321
2017-001994	11	321
2017-001995	1	743
2017-001996	1	740
2017-001997	10	311
2017-001998	11	321
2017-001999	10	311
2017-002000	1	735
2017-002001	11	321
2017-002002	1	743
2017-002003	10	311
2017-002004	10	300
2017-002005	1	324
2017-002006	1	551
2017-002007	10	311
2017-002008	1	611
2017-002009	11	321
2017-002010	1	324
2017-002011	1	324
2017-002012	1	322
2017-002013	1	324
2017-002014	11	321
2017-002015	11	321
2017-002016	11	321
2017-002017	1	140
2017-002018	11	321
2017-002019	10	311
2017-002020	11	321
2017-002021	1	611
2017-002022	1	554
2017-002023	10	300
2017-002024	1	743
2017-002025	11	321
2017-002026	1	550
2017-002027	10	300
2017-002028	11	321
2017-002029	11	321
2017-002030	10	311
2017-002031	11	321
2017-002032	1	745
2017-002033	10	300
2017-002034	10	311
2017-002035	11	321
2017-002036	1	324
2017-002037	1	324
2017-002038	1113	111
2017-002039	10	311
2017-002040	1	611
2017-002041	11	321
2017-002042	1010	321
2017-002043	11	321
2017-002044	1	324
2017-002045	11	321
2017-002046	11	321
2017-002047	11	321
2017-002048	10	300
2017-002049	10	300
2017-002050	1	743
2017-002051	11	321
2017-002052	1	413
2017-002053	1	600
2017-002054	1	324
2017-002055	1	740
2017-002056	1	322
2017-002057	1	745
2017-002058	1	611
2017-002059	1	554
2017-002060	10	311
2017-002061	10	300
2017-002062	11	321
2017-002063	1	611
2017-002064	1	511
2017-002065	10	300
2017-002066	1	323
2017-002067	10	300
2017-002068	11	321
2017-002069	10	300
2017-002070	1	324
2017-002071	11	321
2017-002072	1	611
2017-002073	10	300
2017-002074	1	622
2017-002075	10	300
2017-002076	11	321
2017-002077	11	321
2017-002078	11	321
2017-002079	1	740
2017-002080	11	321
2017-002081	1	324
2017-002082	1	611
2017-002083	1	744
2017-002084	11	321
2017-002085	11	321
2017-002086	11	321
2017-002087	11	321
2017-002088	1	611
2017-002089	1	500
2017-002090	1	611
2017-002091	1	554
2017-002092	1113	111
2017-002093	11	321
2017-002094	1	444
2017-002095	11	321
2017-002096	1	251
2017-002097	11	321
2017-002098	1	540
2017-002099	1	500
2017-002100	11	321
2017-002101	1000	733
2017-002102	11	321
2017-002103	1	324
2017-002104	1	324
2017-002105	1	735
2017-002106	1	322
2017-002107	1	600
2017-002108	11	321
2017-002109	11	321
2017-002110	11	321
2017-002111	11	321
2017-002112	11	321
2017-002113	1	671
2017-002114	1000	324
2017-002115	1	622
2017-002116	11	321
2017-002117	10	300
2017-002118	1	611
2017-002119	1	444
2017-002120	11	321
2017-002121	11	321
2017-002122	11	321
2017-002123	11	321
2017-002124	1	746
2017-002126	11	321
2017-002125	1	140
2017-002127	1000	510
2017-002128	1	611
2017-002129	1	721
2017-002130	1	324
2017-002131	1	331
2017-002132	10	300
2017-002133	1	611
2017-002134	1	113
2017-002135	11	321
2017-002136	1	511
2017-002137	11	321
2017-002138	1	600
2017-002139	11	321
2017-002140	1	611
2017-002141	10	311
2017-002142	1010	321
2017-002143	1	611
2017-002144	10	311
2017-002145	11	321
2017-002146	11	321
2017-002147	11	321
2017-002148	1	745
2017-002149	1	324
2017-002150	1	622
2017-002151	11	321
2017-002152	1000	743
2017-002153	10	311
2017-002154	1	324
2017-002155	11	321
2017-002156	1	520
2017-002157	10	311
2017-002158	11	321
2017-002159	1	552
2017-002160	1	324
2017-002161	11	321
2017-002162	11	321
2017-002163	11	321
2017-002164	1	611
2017-002165	1	611
2017-002166	1	611
2017-002167	11	321
2017-002168	10	311
2017-002169	1	745
2017-002170	10	311
2017-002171	10	311
2017-002172	10	300
2017-002173	11	321
2017-002174	10	300
2017-002175	1	324
2017-002176	11	321
2017-002177	11	321
2017-002178	1	324
2017-002179	11	321
2017-002180	1	442
2017-002181	10	311
2017-002182	11	321
2017-002183	1	324
2017-002184	1	611
2017-002185	11	321
2017-002186	1	324
2017-002187	11	321
2017-002188	1000	611
2017-002189	11	321
2017-002190	11	321
2017-002191	1	611
2017-002192	11	321
2017-002193	11	321
2017-002194	11	321
2017-002195	1	735
2017-002196	11	321
2017-002197	1	324
2017-002198	11	321
2017-002199	1	611
2017-002200	11	321
2017-002201	11	321
2017-002202	1000	324
2017-002203	10	300
2017-002204	10	311
2017-002205	11	321
2017-002206	1	611
2017-002207	10	311
2017-002208	1	611
2017-002209	1	611
2017-002210	1	600
2017-002211	1	741
2017-002212	1	324
2017-002213	1	251
2017-002214	1	622
2017-002215	1	324
2017-002216	11	321
2017-002217	1	324
2017-002218	11	321
2017-002219	10	311
2017-002220	1	131
2017-002221	1	412
2017-002222	10	311
2017-002223	11	321
2017-002224	11	321
2017-002225	1	324
2017-002226	1	500
2017-002227	11	321
2017-002228	10	311
2017-002229	11	321
2017-002230	11	321
2017-002231	1	463
2017-002232	1	324
2017-002233	10	311
2017-002234	1	324
2017-002235	1	324
2017-002236	1	322
2017-002237	1	554
2017-002238	1	743
2017-002239	1	324
2017-002240	1	322
2017-002241	11	321
2017-002242	11	321
2017-002243	11	321
2017-002244	1	611
2017-002245	1	622
2017-002246	10	300
2017-002247	1	740
2017-002248	1	710
2017-002249	11	321
2017-002250	1	324
2017-002251	11	321
2017-002252	11	321
2017-002253	11	321
2017-002254	1	611
2017-002255	11	321
2017-002256	10	311
2017-002257	1	444
2017-002258	11	321
2017-002259	10	300
2017-002260	1	622
2017-002261	1	611
2017-002262	1	322
2017-002263	11	321
2017-002264	11	321
2017-002265	1	324
2017-002266	1	745
2017-002267	10	311
2017-002268	11	321
2017-002269	1	324
2017-002270	10	311
2017-002271	10	300
2017-002272	1	324
2017-002274	1	251
2017-002273	11	321
2017-002275	11	321
2017-002276	10	311
2017-002277	10	311
2017-002278	1	522
2017-002279	1	611
2017-002280	1	740
2017-002281	1000	552
2017-002282	1	500
2017-002283	11	321
2017-002284	1000	324
2017-002285	11	321
2017-002286	1	324
2017-002287	11	321
2017-002288	1000	324
2017-002289	11	321
2017-002290	1	412
2017-002291	11	321
2017-002292	1	324
2017-002293	1	324
2017-002294	1	611
2017-002295	1010	321
2017-002296	1	611
2017-002297	1	622
2017-002298	1	554
2017-002299	10	300
2017-002300	1	324
2017-002301	1	611
2017-002302	10	311
2017-002303	1000	441
2017-002304	1	324
2017-002305	11	321
2017-002306	1	520
2017-002307	10	311
2017-002308	1	600
2017-002309	10	311
2017-002310	11	321
2017-002311	11	321
2017-002312	1	735
2017-002313	11	321
2017-002314	1	551
2017-002315	10	300
2017-002316	1	324
2017-002317	11	321
2017-002318	1	622
2017-002319	1	210
2017-002320	11	321
2017-002321	11	321
2017-002322	10	300
2017-002323	11	321
2017-002324	11	321
2017-002325	1	324
2017-002326	11	321
2017-002327	1	743
2017-002328	1000	511
2017-002329	11	321
2017-002330	1	611
2017-002331	1	671
2017-002332	10	300
2017-002333	1	600
2017-002334	11	321
2017-002335	1	324
2017-002336	1	324
2017-002337	1	622
2017-002338	11	321
2017-002339	1	131
2017-002340	11	321
2017-002341	10	300
2017-002342	1	745
2017-002343	11	321
2017-002344	10	300
A NORTHEAST 42ND AVENUE"	0	311
2017-002346	11	321
2017-002347	1000	740
2017-002348	10	300
2017-002349	1	322
2017-002350	1	500
2017-002351	1	324
2017-002352	11	321
2017-002353	1	324
2017-002354	1000	324
2017-002355	1	745
2017-002356	1	611
2017-002357	10	300
2017-002358	1	324
2017-002359	1	251
2017-002360	11	321
2017-002361	10	300
2017-002362	1	611
2017-002363	11	321
2017-002364	10	311
2017-002365	1	710
2017-002366	11	321
2017-002367	1	324
2017-002368	10	300
2017-002369	11	321
2017-002370	1	551
2017-002371	1	741
2017-002372	1	733
2017-002373	1	622
2017-002374	1	743
2017-002375	1	611
2017-002376	1	324
2017-002377	11	321
2017-002378	1	700
2017-002379	10	311
2017-002380	11	321
2017-002381	1	552
2017-002382	11	321
2017-002383	1	611
2017-002384	10	311
2017-002385	11	321
2017-002386	10	300
2017-002387	11	321
2017-002388	11	321
2017-002389	10	300
2017-002390	1	735
2017-002391	10	311
2017-002392	1	611
2017-002393	11	321
2017-002394	11	321
2017-002395	1	323
2017-002396	10	300
2017-002397	10	311
2017-002398	11	321
2017-002399	11	321
2017-002400	1	733
2017-002401	1	743
2017-002402	10	311
2017-002403	1	745
2017-002404	10	300
2017-002405	1	735
2017-002406	11	321
2017-002407	11	321
2017-002409	1	611
2017-002408	1	740
2017-002410	1	733
2017-002411	10	311
2017-002412	1	740
2017-002413	11	321
2017-002414	10	300
2017-002415	11	321
2017-002416	11	321
2017-002417	1	611
2017-002418	11	321
2017-002419	11	321
2017-002420	11	321
2017-002421	11	321
2017-002422	1	324
2017-002423	1	324
2017-002424	10	311
2017-002425	10	311
2017-002426	1	511
2017-002427	1	353
2017-002428	11	321
2017-002429	1	611
2017-002430	10	311
2017-002431	10	311
2017-002432	1	732
2017-002433	10	311
2017-002434	11	321
2017-002435	1	322
2017-002436	10	300
2017-002437	11	321
2017-002438	1	324
2017-002439	10	311
2017-002440	1	713
2017-002441	10	311
2017-002442	1	631
2017-002443	1	324
2017-002444	1	324
2017-002445	1	611
2017-002446	1	611
2017-002447	1	911
2017-002448	1	444
 JUNIOR BOULEVARD"	0	552
2017-002450	1	554
2017-002451	10	311
2017-002452	1	322
2017-002453	1	661
2017-002454	11	321
2017-002455	1	552
2017-002456	1	611
2017-002457	10	311
2017-002458	11	321
2017-002459	10	311
2017-002460	1	324
2017-002461	10	311
2017-002462	11	321
2017-002464	1	700
2017-002463	1	743
2017-002465	1	611
2017-002466	10	300
 JUNIOR BOULEVARD"	0	745
2017-002468	11	321
2017-002469	1	611
2017-002470	1	611
2017-002471	11	321
2017-002472	1	611
2017-002473	1	511
2017-002474	1	323
2017-002475	11	321
2017-002476	1010	321
2017-002477	1	745
2017-002478	1	740
2017-002479	1	554
2017-002480	1	324
2017-002481	11	321
2017-002482	11	321
2017-002483	11	321
2017-002484	10	311
2017-002485	11	321
2017-002486	11	321
2017-002487	10	300
2017-002488	1	611
2017-002489	11	321
2017-002490	1	600
2017-002491	1	440
2017-002492	1	412
2017-002493	1	324
2017-002494	1	554
2017-002495	10	300
2017-002496	1	736
2017-002497	1	743
2017-002498	11	321
2017-002499	1000	324
2017-002500	1	324
2017-002501	11	321
2017-002502	10	311
2017-002503	1	600
2017-002504	1	324
2017-002505	11	321
2017-002506	1	324
2017-002507	10	300
2017-002508	10	311
2017-002509	1	745
2017-002510	11	321
2017-002511	10	311
2017-002512	11	321
2017-002513	1	324
2017-002514	1	324
2017-002515	1	911
2017-002516	1	324
2017-002517	11	321
2017-002518	10	311
2017-002519	10	311
2017-002520	11	321
2017-002521	1	323
2017-002522	1	324
2017-002523	11	321
2017-002524	1	131
2017-002525	1	550
2017-002526	11	321
2017-002527	10	311
2017-002528	1	611
2017-002529	1	733
2017-002530	11	321
2017-002531	1	411
2017-002532	10	311
2017-002533	11	321
2017-002534	11	321
2017-002535	1010	321
2017-002536	11	321
2017-002537	1	611
2017-002538	1000	324
2017-002539	11	321
2017-002540	1	445
2017-002541	1	500
2017-002542	11	321
2017-002543	1	745
2017-002544	1	611
2017-002545	1	324
2017-002546	1	324
2017-002547	1	740
2017-002548	11	321
2017-002549	1	324
2017-002550	10	311
2017-002551	1	700
2017-002552	11	321
2017-002553	11	321
2017-002554	1	424
2017-002555	1	713
2017-002556	10	311
2017-002557	11	321
2017-002558	11	321
2017-002559	10	311
2017-002560	11	321
2017-002561	10	300
2017-002562	10	300
2017-002563	10	311
2017-002564	10	300
2017-002565	1	611
2017-002566	1	324
2017-002567	1	735
2017-002568	11	321
2017-002569	11	321
2017-002570	11	321
2017-002571	11	321
2017-002572	1	600
2017-002573	11	321
2017-002574	10	300
2017-002575	11	321
2017-002576	1	600
2017-002577	1	324
2017-002578	11	321
2017-002579	1	520
2017-002580	1	463
2017-002581	1	740
2017-002582	1	324
2017-002583	11	321
2017-002584	10	311
2017-002585	1010	321
2017-002586	1	323
2017-002587	11	321
2017-002588	11	321
2017-002589	1	324
2017-002590	11	321
2017-002591	1	444
2017-002592	1	743
2017-002593	1	731
2017-002594	1	552
2017-002595	1	324
2017-002596	1	324
2017-002597	1	322
2017-002598	11	321
2017-002599	10	300
2017-002600	1	324
2017-002601	10	311
2017-002602	1	611
2017-002603	11	321
2017-002604	10	300
2017-002605	1	324
2017-002606	10	311
2017-002607	11	321
2017-002608	11	321
2017-002609	1000	324
2017-002610	1	745
2017-002611	1000	600
2017-002612	11	321
2017-002613	11	321
2017-002614	11	321
2017-002615	11	321
2017-002616	1	322
2017-002617	10	311
2017-002618	1	745
2017-002619	1010	321
2017-002620	11	321
2017-002621	1	611
2017-002622	11	321
2017-002623	1	622
2017-002624	1	520
2017-002626	1	622
2017-002625	11	321
2017-002627	1	324
2017-002628	1	611
2017-002629	11	321
2017-002630	1	324
2017-002631	11	321
2017-002632	1	324
2017-002633	11	321
2017-002634	1	551
2017-002635	1	611
2017-002636	1	714
2017-002637	1	424
2017-002638	1	440
2017-002639	1	611
2017-002640	11	321
2017-002641	11	321
2017-002642	1	440
2017-002643	1	324
2017-002644	1	553
2017-002645	1	324
2017-002646	1010	321
2017-002647	1	141
2017-002648	10	300
2017-002649	10	311
2017-002650	11	321
2017-002651	11	321
2017-002652	11	321
2017-002653	1	743
2017-002654	10	311
2017-002655	11	321
2017-002656	10	300
2017-002657	1	324
2017-002658	11	321
2017-002659	1	600
2017-002660	11	321
2017-002661	10	311
2017-002662	11	321
2017-002663	11	321
2017-002664	11	321
2017-002665	10	311
2017-002666	11	321
2017-002667	1	463
2017-002668	10	300
2017-002669	1	600
2017-002670	11	321
2017-002671	11	321
2017-002672	11	321
2017-002673	1	600
2017-002674	11	321
2017-002675	10	311
2017-002676	10	311
2017-002677	10	311
2017-002678	1	622
2017-002679	1	324
2017-002680	10	311
2017-002681	1	324
2017-002682	1	531
2017-002683	10	311
2017-002684	10	311
2017-002685	1000	600
2017-002686	11	321
2017-002687	11	321
2017-002688	1	611
2017-002689	1	324
2017-002690	1	251
2017-002691	10	311
2017-002692	11	321
2017-002693	11	321
2017-002694	1	611
2017-002695	11	321
2017-002696	11	321
2017-002697	10	311
2017-002698	11	321
2017-002699	1	700
2017-002700	10	311
2017-002701	10	300
2017-002702	11	321
2017-002703	1	746
2017-002704	1	611
2017-002705	1	745
2017-002706	1	611
2017-002707	10	300
2017-002708	1	324
2017-002709	1	611
2017-002710	11	321
2017-002711	10	311
2017-002712	10	300
2017-002713	11	321
2017-002714	11	321
2017-002715	1	611
2017-002716	10	311
2017-002717	1	220
2017-002718	10	300
2017-002719	11	321
2017-002720	1	324
2017-002721	11	321
2017-002722	11	321
2017-002723	10	300
2017-002724	1	611
2017-002725	1	622
2017-002726	11	321
2017-002727	10	311
2017-002728	11	321
2017-002729	11	321
2017-002730	1	744
2017-002731	1000	440
2017-002732	1	331
2017-002733	10	311
2017-002734	11	321
2017-002735	1	611
2017-002736	10	300
2017-002737	10	311
2017-002738	1	744
2017-002739	1	611
2017-002740	1	611
2017-002741	11	321
2017-002742	11	321
2017-002743	1	324
2017-002744	11	321
2017-002745	1	611
2017-002746	11	321
2017-002747	1	746
2017-002748	1	531
2017-002749	1	611
2017-002750	1	324
2017-002751	1	324
2017-002752	1	324
2017-002753	11	321
2017-002754	11	321
2017-002755	11	321
2017-002756	11	321
2017-002757	1	622
2017-002758	1000	324
2017-002759	1	611
2017-002760	1	730
2017-002761	10	311
2017-002762	11	321
2017-002763	1	324
2017-002764	1	735
2017-002765	10	311
2017-002766	1	324
2017-002767	11	321
2017-002768	1	324
2017-002769	1	131
2017-002770	1	746
2017-002771	1000	744
2017-002772	1	600
2017-002773	1	650
2017-002774	1	324
2017-002775	1	324
2017-002776	1	424
2017-002777	1	324
2017-002778	1	324
2017-002779	11	321
